year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level
2023,United Kingdom,3,Education,Small,45,2.5,91.9,88.2,42.75,Medium
2019,South Africa,1,Education,Large,35139,0.96,59.6,29.7,21.86,Low
2018,China,2,Government,Small,91,1.54,87.3,69.3,2.0,Low
2022,Sweden,3,Healthcare,Small,42,2.96,99.0,100.0,51.6,Medium
2019,Nigeria,1,Legal,Small,79,1.54,72.7,46.9,5.4,Low
2019,Netherlands,3,Healthcare,Small,43,2.96,96.3,94.3,25.96,Low
2019,Japan,3,Manufacturing,Medium,109,2.64,97.8,87.5,32.61,Medium
2019,China,2,Agriculture,Small,26,1.89,74.3,62.8,2.0,Low
2020,Australia,3,Government,Small,64,3.0,99.0,79.9,19.78,Low
2022,Brazil,2,Financial Services,Small,65,2.04,64.0,82.5,32.44,Medium
2021,Canada,3,Government,Small,91,2.08,99.0,100.0,24.06,Low
2018,Germany,3,Agriculture,Small,35,2.98,93.1,97.5,2.0,Low
2022,United Kingdom,3,Education,Small,45,2.61,99.0,100.0,30.91,Medium
2025,China,2,Gaming,Large,48342,1.98,86.3,68.0,97.0,High
2018,France,3,Retail,Medium,113,2.55,93.4,78.9,26.77,Low
2019,France,3,Government,Large,21580,2.1,99.0,80.3,26.65,Low
2023,South Africa,1,Education,Small,95,1.71,60.6,45.0,43.19,Medium
2020,Singapore,3,Healthcare,Small,96,2.78,99.0,100.0,32.23,Medium
2024,Brazil,2,Healthcare,Large,3283,1.81,79.1,66.6,77.24,High
2021,South Africa,1,Healthcare,Small,96,1.1,58.9,54.4,28.91,Low
2025,India,1,Gaming,Large,22140,1.11,57.6,53.8,97.0,High
2025,Brazil,2,Technology,Small,95,1.62,85.0,67.9,64.03,High
2018,Canada,3,Legal,Small,42,1.97,99.0,86.5,2.0,Low
2019,United Kingdom,3,Technology,Medium,789,2.8,98.1,90.3,55.04,High
2025,Brazil,2,Automotive,Large,3294,1.98,84.8,68.4,90.12,High
2020,Brazil,2,Agriculture,Medium,549,1.83,79.5,53.1,9.99,Low
2020,South Korea,3,Manufacturing,Large,29552,2.33,99.0,77.9,62.21,High
2023,Morocco,1,Retail,Small,97,1.36,55.4,36.6,32.22,Medium
2021,Singapore,3,Automotive,Small,10,2.59,99.0,85.5,39.86,Medium
2018,Netherlands,3,Media & Entertainment,Large,19425,2.48,99.0,89.1,67.54,High
2022,Australia,3,Healthcare,Small,30,2.22,99.0,90.2,42.51,Medium
2024,Mexico,2,Education,Small,5,1.82,80.2,68.1,51.59,Medium
2018,Nigeria,1,Government,Medium,196,1.33,59.4,47.6,2.0,Low
2018,Australia,3,Education,Large,47970,2.47,99.0,89.3,31.57,Medium
2019,Netherlands,3,Financial Services,Small,11,2.39,95.7,100.0,29.46,Low
2025,China,2,Media & Entertainment,Large,37258,2.09,64.9,64.0,96.58,High
2024,United Kingdom,3,Agriculture,Small,56,2.84,86.4,82.6,48.01,Medium
2022,Mexico,2,Agriculture,Small,62,1.34,89.0,62.3,9.31,Low
2021,China,2,Gaming,Large,24362,1.39,83.4,68.1,91.66,High
2024,Singapore,3,Retail,Small,14,2.6,90.3,85.0,65.06,High
2023,United Kingdom,3,Education,Large,46656,2.5,99.0,87.0,76.96,High
2022,Canada,3,Media & Entertainment,Medium,692,2.92,93.6,82.8,58.21,High
2024,Israel,3,Technology,Large,47645,2.3,99.0,90.9,97.0,High
2020,China,2,Manufacturing,Small,56,1.58,81.3,80.8,29.12,Low
2023,South Korea,3,Automotive,Large,25680,2.26,84.0,90.4,86.94,High
2023,Brazil,2,Automotive,Medium,990,2.1,84.2,95.1,58.52,High
2025,Brazil,2,Retail,Large,27646,1.74,78.7,55.3,87.81,High
2025,Japan,3,Media & Entertainment,Small,72,2.77,99.0,95.6,70.31,High
2020,Sweden,3,Automotive,Medium,481,3.13,98.9,100.0,51.61,Medium
2024,South Africa,1,Manufacturing,Large,19919,1.21,39.5,43.4,58.45,High
2022,Canada,3,Media & Entertainment,Large,5655,2.59,82.2,95.3,84.62,High
2023,Canada,3,Technology,Large,5094,2.42,77.6,96.2,97.0,High
2022,Netherlands,3,Education,Small,77,2.22,98.3,84.7,35.82,Medium
2021,United Kingdom,3,Automotive,Medium,632,2.35,99.0,69.4,56.72,High
2025,Israel,3,Financial Services,Medium,703,2.71,99.0,87.7,97.0,High
2024,Germany,3,Agriculture,Medium,449,2.15,90.5,95.0,52.04,Medium
2024,Australia,3,Agriculture,Large,43906,3.37,94.9,60.1,69.37,High
2020,Israel,3,Agriculture,Large,35501,2.44,99.0,100.0,34.73,Medium
2021,Canada,3,Education,Medium,714,2.79,95.0,77.2,34.62,Medium
2024,Netherlands,3,Education,Small,23,2.61,99.0,82.7,60.66,High
2022,Israel,3,Automotive,Large,5114,2.45,99.0,83.6,96.94,High
2022,Canada,3,Agriculture,Large,7630,2.78,99.0,91.8,37.66,Medium
2020,Egypt,1,Financial Services,Medium,807,0.71,53.9,48.5,30.43,Medium
2021,France,3,Healthcare,Small,47,2.25,94.6,100.0,40.62,Medium
2023,Canada,3,Agriculture,Medium,139,2.72,94.2,77.2,37.45,Medium
2018,Germany,3,Legal,Small,62,2.85,99.0,87.4,2.0,Low
2020,Israel,3,Legal,Large,30328,2.79,92.7,87.8,55.59,High
2024,Sweden,3,Media & Entertainment,Large,9524,2.65,99.0,83.4,97.0,High
2023,United States,3,Technology,Large,21469,2.81,99.0,100.0,97.0,High
2023,Egypt,1,Education,Large,13041,1.47,40.0,62.8,51.09,Medium
2020,China,2,Legal,Large,10567,2.11,82.3,58.4,46.5,Medium
2021,South Africa,1,Manufacturing,Large,41870,0.87,66.9,56.6,37.13,Medium
2021,China,2,Agriculture,Small,71,1.63,78.9,63.5,16.99,Low
2024,United States,3,Financial Services,Medium,807,2.7,99.0,100.0,90.49,High
2020,Nigeria,1,Government,Small,83,1.42,52.3,42.9,2.11,Low
2023,China,2,Agriculture,Small,84,2.21,82.5,79.4,32.9,Medium
2023,Morocco,1,Government,Small,5,0.5,73.7,32.1,16.88,Low
2022,Brazil,2,Retail,Medium,435,2.1,89.9,64.5,43.44,Medium
2020,Australia,3,Legal,Large,23134,2.78,93.7,97.3,49.79,Medium
2023,Morocco,1,Manufacturing,Large,29099,1.43,59.1,43.5,44.66,Medium
2024,Australia,3,Retail,Small,17,2.42,99.0,87.3,61.04,High
2024,France,3,Retail,Medium,871,2.74,99.0,80.5,70.41,High
2018,Egypt,1,Legal,Medium,175,1.42,55.8,27.9,5.36,Low
2021,United States,3,Automotive,Medium,425,2.78,99.0,87.2,67.15,High
2018,Canada,3,Government,Small,85,2.27,99.0,74.9,5.79,Low
2018,Brazil,2,Government,Small,97,1.4,79.7,62.2,2.0,Low
2023,Brazil,2,Agriculture,Small,63,1.74,75.0,73.1,25.84,Low
2022,Egypt,1,Technology,Large,42592,0.75,63.8,63.0,54.49,Medium
2018,Brazil,2,Retail,Large,37939,2.14,67.7,73.2,16.7,Low
2023,South Africa,1,Gaming,Small,67,1.21,64.4,60.1,33.97,Medium
2019,Nigeria,1,Financial Services,Large,38034,0.71,53.3,62.0,21.92,Low
2023,United States,3,Retail,Medium,809,2.7,99.0,85.3,65.54,High
2022,Singapore,3,Technology,Large,7243,2.35,99.0,80.6,97.0,High
2020,Brazil,2,Manufacturing,Large,43160,1.1,76.9,60.7,38.77,Medium
2019,Mexico,2,Gaming,Medium,305,2.36,74.0,90.5,27.48,Low
2023,Japan,3,Government,Small,59,2.57,99.0,78.5,41.62,Medium
2018,France,3,Media & Entertainment,Medium,403,2.69,99.0,81.6,24.35,Low
2021,China,2,Media & Entertainment,Medium,130,1.93,80.3,64.5,58.71,High
2018,Sweden,3,Healthcare,Small,60,2.37,99.0,100.0,28.13,Low
2020,Singapore,3,Gaming,Small,25,2.52,99.0,85.4,43.89,Medium
2025,Netherlands,3,Automotive,Small,20,2.78,99.0,79.7,81.49,High
2018,South Korea,3,Government,Medium,992,2.57,99.0,70.1,19.09,Low
2024,China,2,Automotive,Large,24867,1.84,89.2,56.5,97.0,High
2023,Nigeria,1,Media & Entertainment,Small,19,1.12,54.2,42.1,29.79,Low
2018,Canada,3,Technology,Large,4182,2.43,89.6,96.5,67.38,High
2024,United States,3,Automotive,Medium,830,2.88,99.0,100.0,80.64,High
2019,Netherlands,3,Legal,Large,37203,2.48,99.0,75.7,46.67,Medium
2020,Netherlands,3,Legal,Large,35485,2.6,99.0,81.9,50.76,Medium
2022,Sweden,3,Government,Medium,397,2.57,99.0,71.8,35.57,Medium
2021,France,3,Manufacturing,Medium,156,3.02,96.1,100.0,37.19,Medium
2023,Egypt,1,Healthcare,Small,28,1.12,67.3,55.4,34.8,Medium
2024,Canada,3,Financial Services,Large,2891,2.54,99.0,73.3,97.0,High
2025,China,2,Education,Large,23601,1.43,73.8,68.9,96.36,High
2023,Mexico,2,Technology,Medium,324,1.4,89.7,71.5,51.86,Medium
2022,United States,3,Automotive,Medium,678,2.38,99.0,95.9,57.0,High
2019,Mexico,2,Education,Medium,651,2.19,72.3,60.3,21.42,Low
2018,Sweden,3,Legal,Large,19150,2.67,99.0,90.6,40.34,Medium
2025,South Korea,3,Manufacturing,Large,14200,2.55,99.0,90.6,97.0,High
2020,Singapore,3,Media & Entertainment,Medium,164,2.91,99.0,84.0,50.39,Medium
2021,United States,3,Financial Services,Small,46,2.53,93.4,85.8,48.74,Medium
2022,Egypt,1,Manufacturing,Medium,134,1.26,60.2,65.6,40.48,Medium
2024,Morocco,1,Gaming,Small,35,0.96,72.7,53.8,48.63,Medium
2019,Netherlands,3,Financial Services,Medium,946,2.83,99.0,98.6,46.87,Medium
2019,Egypt,1,Gaming,Medium,689,1.43,70.0,59.5,27.24,Low
2018,Morocco,1,Agriculture,Medium,720,1.62,58.1,50.1,2.0,Low
2024,Israel,3,Retail,Large,45327,2.8,95.0,88.2,97.0,High
2019,Netherlands,3,Financial Services,Large,46968,2.92,99.0,90.2,71.75,High
2021,India,1,Legal,Large,39597,0.86,62.1,43.7,50.13,Medium
2018,China,2,Automotive,Medium,675,1.84,76.2,67.5,25.88,Low
2023,Mexico,2,Manufacturing,Small,38,1.73,86.2,65.0,37.06,Medium
2023,South Korea,3,Education,Small,36,2.36,99.0,95.9,47.89,Medium
2021,France,3,Technology,Small,35,2.21,96.7,100.0,46.71,Medium
2019,India,1,Manufacturing,Large,39419,1.05,58.4,60.7,45.43,Medium
2020,United Kingdom,3,Retail,Small,89,3.1,99.0,84.8,33.6,Medium
2023,Egypt,1,Agriculture,Large,35880,0.88,69.4,40.1,41.63,Medium
2024,Canada,3,Automotive,Medium,751,2.68,92.4,94.3,82.17,High
2022,Morocco,1,Legal,Small,24,0.99,56.7,46.9,15.72,Low
2020,Mexico,2,Manufacturing,Medium,351,1.79,94.4,65.7,30.66,Medium
2019,Sweden,3,Legal,Large,49028,2.92,93.9,91.6,40.06,Medium
2025,Netherlands,3,Manufacturing,Large,22162,2.66,99.0,86.9,97.0,High
2022,Nigeria,1,Financial Services,Medium,731,1.61,76.4,51.7,33.6,Medium
2024,Brazil,2,Gaming,Medium,916,1.95,88.1,78.7,68.51,High
2025,Canada,3,Retail,Medium,499,2.65,76.5,83.0,84.28,High
2021,Morocco,1,Education,Small,86,1.27,39.3,45.8,18.9,Low
2023,South Africa,1,Government,Medium,842,1.59,60.7,46.4,35.13,Medium
2019,China,2,Education,Small,16,1.73,80.3,64.0,8.84,Low
2018,South Africa,1,Education,Large,34845,1.26,54.1,51.9,4.08,Low
2025,Canada,3,Government,Large,31926,2.58,97.3,78.8,75.53,High
2023,China,2,Technology,Large,47032,1.73,79.6,61.6,97.0,High
2018,Morocco,1,Agriculture,Small,72,1.55,62.9,55.5,2.0,Low
2022,United States,3,Automotive,Small,43,2.61,99.0,86.9,55.05,High
2022,Germany,3,Gaming,Medium,176,3.07,94.1,88.5,61.33,High
2020,Morocco,1,Retail,Medium,413,0.93,52.3,48.0,7.82,Low
2022,Morocco,1,Agriculture,Small,8,0.88,64.6,29.0,17.12,Low
2021,Canada,3,Agriculture,Large,17551,2.37,99.0,68.8,36.12,Medium
2023,Morocco,1,Financial Services,Small,79,0.81,54.7,48.6,37.14,Medium
2024,Germany,3,Government,Large,30605,2.96,94.4,91.9,66.65,High
2020,Germany,3,Financial Services,Medium,718,2.52,99.0,93.4,56.39,High
2021,Sweden,3,Government,Small,81,2.66,99.0,82.5,33.45,Medium
2021,Netherlands,3,Media & Entertainment,Small,88,2.66,99.0,83.4,43.35,Medium
2020,South Korea,3,Legal,Large,19260,2.24,99.0,86.3,43.3,Medium
2021,Australia,3,Gaming,Medium,386,2.53,94.9,93.1,64.16,High
2023,Netherlands,3,Financial Services,Small,38,2.88,87.1,85.4,67.23,High
2018,Sweden,3,Technology,Small,77,2.75,99.0,100.0,34.46,Medium
2025,Israel,3,Legal,Medium,661,2.66,89.2,95.2,79.8,High
2021,Egypt,1,Technology,Small,16,1.13,69.5,38.6,25.02,Low
2021,Israel,3,Media & Entertainment,Small,84,2.78,99.0,100.0,50.49,Medium
2019,Egypt,1,Media & Entertainment,Large,16712,1.1,56.9,56.7,35.53,Medium
2018,France,3,Automotive,Large,5121,2.56,97.4,96.2,47.06,Medium
2023,Sweden,3,Agriculture,Small,28,2.69,98.2,85.1,32.51,Medium
2025,Netherlands,3,Retail,Large,3871,2.82,91.3,97.1,97.0,High
2020,China,2,Financial Services,Small,35,1.8,89.3,77.1,39.74,Medium
2024,Israel,3,Financial Services,Medium,766,2.75,99.0,90.1,94.09,High
2025,Australia,3,Retail,Small,10,2.84,99.0,78.9,63.41,High
2022,United States,3,Agriculture,Small,31,2.42,99.0,79.3,40.33,Medium
2025,United Kingdom,3,Media & Entertainment,Large,3015,2.64,99.0,100.0,97.0,High
2020,Australia,3,Agriculture,Small,30,2.35,92.0,90.9,16.19,Low
2023,Brazil,2,Retail,Large,24488,2.05,88.4,94.4,55.86,High
2025,Mexico,2,Media & Entertainment,Small,33,1.68,84.8,58.5,64.58,High
2021,France,3,Retail,Medium,771,2.77,99.0,99.9,49.65,Medium
2019,Brazil,2,Gaming,Large,46543,2.13,76.8,65.8,35.12,Medium
2022,Japan,3,Healthcare,Medium,102,2.26,84.3,100.0,64.74,High
2021,Sweden,3,Technology,Medium,773,3.03,99.0,92.2,70.6,High
2024,Egypt,1,Legal,Small,69,1.03,63.2,43.6,35.68,Medium
2025,United States,3,Agriculture,Medium,116,2.78,99.0,98.8,62.18,High
2021,France,3,Gaming,Small,49,2.75,81.8,68.5,36.87,Medium
2024,Israel,3,Financial Services,Small,55,2.79,91.5,91.6,76.94,High
2018,France,3,Retail,Large,8050,3.15,99.0,98.6,47.84,Medium
2025,China,2,Legal,Medium,379,1.87,71.7,80.3,76.93,High
2019,India,1,Technology,Small,61,1.52,69.0,68.7,20.55,Low
2025,Morocco,1,Manufacturing,Large,1595,1.43,53.7,54.8,63.62,High
2023,Morocco,1,Retail,Medium,389,1.29,50.7,38.6,36.79,Medium
2024,United States,3,Education,Medium,395,2.89,99.0,76.7,66.74,High
2018,India,1,Manufacturing,Large,43058,1.04,55.6,58.8,41.69,Medium
2023,India,1,Manufacturing,Medium,742,1.18,56.6,45.5,65.45,High
2025,China,2,Government,Large,10262,1.99,81.7,82.2,69.34,High
2019,Australia,3,Legal,Medium,914,2.64,86.1,58.9,34.69,Medium
2019,Egypt,1,Manufacturing,Small,60,0.82,56.2,56.7,7.98,Low
2020,Egypt,1,Financial Services,Small,22,0.83,57.7,46.6,23.25,Low
2024,Mexico,2,Government,Large,26416,1.68,72.8,80.5,55.99,High
2025,Brazil,2,Agriculture,Small,29,1.78,69.4,74.2,45.12,Medium
2024,Sweden,3,Technology,Medium,514,2.02,92.2,77.3,97.0,High
2018,China,2,Media & Entertainment,Large,1393,1.74,91.1,83.1,55.29,High
2018,Netherlands,3,Gaming,Large,36531,2.61,98.1,96.4,84.0,High
2018,Netherlands,3,Retail,Medium,606,2.42,99.0,80.1,31.69,Medium
2021,Brazil,2,Government,Large,25581,1.82,86.0,52.2,31.04,Medium
2025,Morocco,1,Government,Medium,407,1.41,73.9,36.1,48.67,Medium
2025,China,2,Legal,Small,74,1.77,82.6,86.7,59.69,High
2018,Israel,3,Retail,Medium,420,3.2,99.0,79.9,50.99,Medium
2018,Japan,3,Financial Services,Medium,675,2.86,98.7,87.8,31.8,Medium
2021,Egypt,1,Gaming,Large,42028,1.15,68.0,68.9,53.97,Medium
2023,Nigeria,1,Automotive,Medium,283,1.44,62.7,42.8,41.65,Medium
2022,China,2,Manufacturing,Small,34,1.79,91.0,65.1,43.25,Medium
2024,Sweden,3,Automotive,Large,4623,2.49,96.1,83.6,95.07,High
2022,Singapore,3,Legal,Small,57,2.68,99.0,84.9,27.86,Low
2021,South Korea,3,Technology,Large,6967,2.48,99.0,94.4,94.03,High
2018,Singapore,3,Healthcare,Large,31657,3.14,97.6,98.6,65.17,High
2020,Australia,3,Gaming,Medium,176,2.27,99.0,98.6,47.87,Medium
2018,Sweden,3,Automotive,Large,40430,2.61,98.3,87.8,59.09,High
2024,India,1,Gaming,Large,4542,1.7,64.1,48.0,87.85,High
2025,Nigeria,1,Healthcare,Medium,206,1.33,34.3,50.4,59.38,High
2021,South Korea,3,Media & Entertainment,Small,79,2.58,93.2,74.5,40.18,Medium
2020,Mexico,2,Gaming,Medium,158,1.58,79.8,89.2,28.52,Low
2021,Singapore,3,Technology,Small,78,2.71,98.0,99.0,53.09,Medium
2021,Nigeria,1,Technology,Medium,615,1.32,58.6,42.2,26.63,Low
2020,Mexico,2,Media & Entertainment,Large,11373,1.68,80.3,71.4,46.38,Medium
2024,Israel,3,Education,Medium,828,1.87,87.3,95.4,75.29,High
2025,Singapore,3,Manufacturing,Medium,812,2.88,99.0,94.4,97.0,High
2021,Canada,3,Manufacturing,Small,51,2.38,88.8,94.5,36.79,Medium
2022,Singapore,3,Automotive,Large,9444,2.16,99.0,92.9,84.22,High
2024,United States,3,Gaming,Small,96,2.63,99.0,73.9,71.99,High
2020,Canada,3,Gaming,Large,43312,2.42,99.0,95.2,68.56,High
2024,Brazil,2,Automotive,Medium,877,1.67,70.5,75.8,60.11,High
2018,Netherlands,3,Automotive,Large,5627,3.27,98.6,78.8,56.67,High
2019,Mexico,2,Media & Entertainment,Medium,924,1.56,90.0,76.4,12.53,Low
2018,Netherlands,3,Education,Medium,416,3.27,99.0,78.6,29.19,Low
2023,Nigeria,1,Financial Services,Small,79,1.6,71.8,32.9,28.8,Low
2025,Egypt,1,Financial Services,Small,88,1.34,59.3,73.3,58.99,High
2022,Israel,3,Education,Small,56,2.59,99.0,80.4,39.61,Medium
2019,India,1,Agriculture,Large,25694,0.94,62.5,35.1,18.89,Low
2024,Nigeria,1,Healthcare,Large,16698,1.2,63.3,56.6,59.61,High
2023,Egypt,1,Legal,Medium,177,1.36,57.9,53.9,41.3,Medium
2022,Canada,3,Legal,Large,47713,2.76,97.7,88.6,62.39,High
2021,Nigeria,1,Legal,Large,38094,1.74,41.7,51.7,16.75,Low
2018,India,1,Retail,Large,27589,1.22,63.5,56.7,34.31,Medium
2022,China,2,Government,Small,6,2.03,69.8,63.3,26.84,Low
2022,France,3,Automotive,Medium,506,2.65,99.0,91.1,54.0,Medium
2018,China,2,Retail,Small,14,1.71,80.8,62.5,22.24,Low
2022,United Kingdom,3,Healthcare,Medium,466,2.42,88.9,100.0,64.65,High
2024,South Korea,3,Technology,Small,70,2.74,99.0,92.8,65.55,High
2025,Singapore,3,Education,Medium,111,2.21,95.1,87.5,79.72,High
2019,Japan,3,Retail,Medium,529,3.01,92.3,91.9,37.91,Medium
2019,Sweden,3,Government,Medium,780,2.45,97.4,97.1,15.73,Low
2023,United States,3,Media & Entertainment,Large,11763,2.73,87.9,82.5,97.0,High
2023,China,2,Agriculture,Medium,798,2.04,75.7,81.0,31.61,Medium
2022,Canada,3,Media & Entertainment,Small,39,2.71,99.0,79.1,39.0,Medium
2024,India,1,Healthcare,Small,88,1.13,60.5,51.4,54.92,Medium
2021,Egypt,1,Financial Services,Small,14,0.94,46.1,39.4,30.82,Medium
2024,Germany,3,Manufacturing,Small,83,2.12,99.0,89.6,62.29,High
2023,Netherlands,3,Legal,Small,77,2.71,79.7,100.0,54.87,Medium
2022,South Africa,1,Media & Entertainment,Large,17723,0.82,53.7,52.7,39.81,Medium
2024,Morocco,1,Government,Small,42,1.17,62.3,28.9,38.33,Medium
2018,Mexico,2,Education,Large,11410,1.32,92.0,77.8,11.46,Low
2022,Morocco,1,Healthcare,Small,59,0.97,56.5,37.2,22.38,Low
2023,South Korea,3,Retail,Medium,824,2.67,99.0,84.4,72.04,High
2023,France,3,Media & Entertainment,Small,38,2.88,99.0,94.2,55.8,High
2019,Mexico,2,Technology,Large,37999,1.95,83.5,72.7,46.16,Medium
2020,China,2,Education,Large,1749,1.92,79.4,77.2,52.71,Medium
2024,Canada,3,Government,Large,49291,2.95,93.0,78.4,66.43,High
2022,Mexico,2,Retail,Medium,623,1.49,74.1,69.3,44.0,Medium
2022,China,2,Healthcare,Small,58,2.45,65.8,60.0,51.86,Medium
2025,United States,3,Education,Large,8837,3.28,90.6,84.4,97.0,High
2019,Nigeria,1,Gaming,Large,44228,1.09,56.4,29.0,24.04,Low
2022,South Korea,3,Manufacturing,Large,20336,3.1,98.7,88.3,77.16,High
2024,France,3,Government,Medium,775,2.73,99.0,73.3,51.42,Medium
2022,Nigeria,1,Gaming,Small,47,1.57,49.6,65.9,23.93,Low
2023,Netherlands,3,Gaming,Medium,573,3.1,99.0,100.0,87.54,High
2021,Israel,3,Gaming,Small,26,2.14,99.0,86.8,57.85,High
2019,Egypt,1,Media & Entertainment,Medium,879,1.38,57.1,54.3,19.63,Low
2025,Australia,3,Government,Large,11097,2.36,99.0,87.6,75.38,High
2025,India,1,Financial Services,Large,10782,1.33,38.0,62.5,97.0,High
2021,United States,3,Government,Small,69,2.32,98.6,76.4,23.67,Low
2021,Germany,3,Government,Medium,641,2.56,96.1,86.4,34.84,Medium
2024,Germany,3,Legal,Medium,468,2.68,90.0,87.3,62.29,High
2022,China,2,Gaming,Medium,291,2.06,79.6,68.9,62.87,High
2020,South Africa,1,Legal,Large,18597,1.42,69.1,48.4,23.69,Low
2025,South Korea,3,Gaming,Medium,440,2.63,95.7,95.9,88.79,High
2024,South Korea,3,Automotive,Small,48,2.33,89.8,85.1,74.53,High
2021,Singapore,3,Manufacturing,Large,10780,2.6,93.7,88.2,70.29,High
2021,Australia,3,Media & Entertainment,Large,40413,2.67,98.1,100.0,65.4,High
2019,Nigeria,1,Manufacturing,Large,15583,1.14,68.9,54.1,20.18,Low
2021,Egypt,1,Legal,Medium,221,1.24,64.1,45.6,24.05,Low
2025,Netherlands,3,Retail,Medium,969,2.74,99.0,76.4,81.01,High
2025,France,3,Agriculture,Small,55,2.84,89.2,61.8,48.98,Medium
2024,Canada,3,Technology,Small,89,2.7,91.3,100.0,72.51,High
2020,United Kingdom,3,Technology,Large,2737,3.31,99.0,90.5,80.87,High
2022,Nigeria,1,Government,Medium,492,1.55,62.9,43.2,11.24,Low
2024,India,1,Healthcare,Large,34506,1.16,57.1,53.0,89.91,High
2018,Germany,3,Automotive,Medium,313,2.95,95.7,72.5,30.37,Medium
2020,Sweden,3,Gaming,Medium,148,2.76,99.0,97.1,63.9,High
2021,Morocco,1,Manufacturing,Small,28,1.03,68.2,45.6,21.18,Low
2020,China,2,Retail,Large,47154,1.93,79.4,77.3,51.31,Medium
2024,United Kingdom,3,Retail,Large,15855,2.15,99.0,87.0,96.49,High
2018,Netherlands,3,Education,Small,46,3.5,99.0,84.6,14.24,Low
2024,South Korea,3,Healthcare,Large,17040,2.47,99.0,76.7,97.0,High
2025,United Kingdom,3,Automotive,Large,23491,2.37,99.0,78.3,97.0,High
2024,Singapore,3,Legal,Small,27,2.66,99.0,87.6,57.11,High
2018,Egypt,1,Manufacturing,Medium,809,1.72,68.0,34.6,11.26,Low
2019,United States,3,Retail,Large,31930,2.84,92.0,94.2,63.43,High
2023,Canada,3,Gaming,Small,61,2.87,97.6,100.0,56.83,High
2019,United States,3,Manufacturing,Large,12440,3.13,99.0,99.0,67.04,High
2018,Canada,3,Financial Services,Large,48031,3.17,99.0,100.0,54.39,Medium
2019,Japan,3,Legal,Large,46318,2.16,93.3,84.8,30.76,Medium
2019,Singapore,3,Legal,Medium,762,2.62,98.4,97.7,27.43,Low
2018,Sweden,3,Gaming,Large,30362,2.99,95.9,84.5,72.75,High
2020,France,3,Education,Medium,228,2.14,99.0,95.0,34.09,Medium
2018,Sweden,3,Media & Entertainment,Large,15725,2.43,88.3,100.0,52.85,Medium
2022,Brazil,2,Agriculture,Medium,287,1.6,80.9,55.0,26.13,Low
2024,Japan,3,Retail,Large,45291,2.06,89.3,78.8,90.22,High
2021,United Kingdom,3,Legal,Small,82,1.91,99.0,91.4,30.05,Medium
2018,Mexico,2,Manufacturing,Small,21,2.03,75.7,70.4,2.0,Low
2023,Nigeria,1,Technology,Medium,153,0.98,57.3,66.5,43.87,Medium
2019,Egypt,1,Financial Services,Small,58,1.25,63.6,56.3,21.86,Low
2022,Singapore,3,Media & Entertainment,Medium,113,2.6,88.1,93.7,56.61,High
2024,Mexico,2,Technology,Small,31,1.79,73.8,70.6,60.9,High
2023,Netherlands,3,Retail,Small,49,2.65,87.6,97.9,61.92,High
2024,Canada,3,Education,Large,35911,2.63,99.0,68.0,77.19,High
2021,Brazil,2,Manufacturing,Small,34,2.09,85.0,91.2,20.55,Low
2022,France,3,Media & Entertainment,Medium,680,2.07,99.0,89.7,56.14,High
2025,India,1,Healthcare,Medium,982,0.87,54.9,43.2,78.15,High
2023,United States,3,Agriculture,Small,26,2.19,99.0,81.5,35.68,Medium
2024,Netherlands,3,Government,Medium,956,2.74,96.6,84.0,63.57,High
2021,Israel,3,Financial Services,Large,40577,2.62,99.0,100.0,97.0,High
2025,Morocco,1,Legal,Medium,615,1.0,56.8,44.3,54.56,Medium
2023,Sweden,3,Media & Entertainment,Small,86,2.52,99.0,96.1,64.15,High
2021,Singapore,3,Government,Medium,514,2.64,76.2,72.8,38.25,Medium
2022,Australia,3,Financial Services,Small,26,2.09,99.0,95.3,48.28,Medium
2018,India,1,Education,Small,71,1.65,47.6,44.2,8.89,Low
2024,France,3,Agriculture,Small,16,2.66,99.0,85.4,40.86,Medium
2024,South Africa,1,Financial Services,Large,14686,1.11,46.0,63.5,69.62,High
2021,Mexico,2,Government,Large,21200,2.16,73.0,61.7,28.59,Low
2022,Brazil,2,Media & Entertainment,Small,78,1.99,96.8,57.8,29.69,Low
2022,France,3,Financial Services,Medium,823,3.05,99.0,92.0,61.95,High
2025,Sweden,3,Technology,Small,82,2.35,99.0,100.0,81.14,High
